Sender;Recipient;EventDate
129;65;1263195883
133;148;1263195999
133;148;1263196009
36;136;1263196027
129;90;1263196067
129;65;1263196144
129;119;1263196150
129;65;1263196159
147;61;1263196176
129;45;1263196179
13;83;1263196361
133;148;1263196390
35;161;1263196410
13;67;1263196437
36;55;1263196514
127;35;1263196585
35;127;1263196634
117;64;1263196747
108;89;1263196756
108;66;1263196756
36;102;1263196821
36;55;1263196821
35;127;1263196838
107;73;1263196846
107;136;1263196846
8;121;1263196942
107;55;1263196956
35;90;1263197887
119;64;1263197893
127;35;1263197930
73;136;1263197963
73;45;1263197972
103;8;1263198001
153;90;1263198198
119;94;1263198681
94;119;1263198712
98;151;1263199081
125;88;1263199279
151;98;1263199487
85;8;1263199669
27;47;1263199749
27;121;1263199749
27;126;1263199749
27;82;1263199749
47;27;1263199931
109;65;1263200077
156;155;1263200720
126;27;1263201115
154;77;1263201205
154;33;1263201205
95;61;1263201247
144;45;1263201275
95;61;1263201318
144;3;1263201319
37;32;1263201327
102;55;1263201731
156;45;1263201904
85;128;1263202118
45;103;1263202511
32;37;1263202550
45;27;1263202581
45;154;1263202609
45;158;1263202649
45;152;1263202679
45;101;1263202715
45;137;1263202752
45;36;1263202778
45;107;1263202811
90;161;1263203037
90;35;1263203108
107;45;1263203150
144;3;1263203213
36;132;1263203409
36;45;1263203415
11;153;1263203418
119;65;1263203475
119;94;1263203527
97;105;1263203608
103;45;1263203748
163;133;1263203942
160;80;1263203961
160;148;1263203961
160;79;1263203961
148;86;1263203991
148;69;1263203991
136;133;1263204085
94;119;1263204259
65;119;1263204457
3;144;1263204774
166;144;1263204782
166;84;1263204782
133;136;1263204824
152;45;1263204831
84;166;1263204855
152;45;1263204879
153;11;1263204967
166;133;1263205035
133;166;1263205042
55;17;1263205094
153;11;1263205149
98;151;1263205154
33;154;1263205260
151;98;1263205262
19;112;1263205442
166;133;1263205611
153;45;1263205701
109;45;1263206130
109;65;1263206243
60;8;1263206266
8;60;1263206341
118;98;1263206360
32;88;1263206415
135;61;1263206466
69;86;1263206573
156;132;1263206585
132;156;1263206623
8;85;1263206839
123;45;1263206894
137;45;1263207015
133;166;1263207566
85;107;1263207613
77;154;1263207631
62;88;1263207652
162;30;1263207980
13;152;1263208172
13;3;1263208172
133;136;1263208429
133;19;1263208429
133;166;1263208429
133;141;1263208429
60;8;1263208600
107;136;1263208726
107;166;1263208726
107;73;1263208726
107;84;1263208726
3;13;1263208803
3;152;1263208803
8;60;1263208891
148;86;1263208937
148;69;1263208937
8;85;1263208957
13;3;1263209141
13;3;1263209187
152;3;1263209225
107;85;1263209291
90;137;1263209755
102;132;1263210003
137;90;1263210004
132;102;1263210112
45;137;1263210143
103;141;1263210200
103;56;1263210200
103;50;1263210200
103;152;1263210200
45;126;1263210254
45;126;1263210358
85;103;1263210428
112;19;1263210466
112;137;1263210638
112;136;1263210638
85;103;1263210791
155;102;1263210805
155;136;1263210817
132;116;1263210987
8;103;1263211041
132;166;1263211103
121;27;1263211155
30;162;1263211566
162;33;1263211971
33;162;1263212020
116;132;1263212093
166;132;1263212457
132;166;1263212537
8;166;1263212716
136;112;1263212740
27;86;1263212828
86;27;1263212847
166;8;1263212880
8;166;1263212882
162;45;1263212972
45;162;1263213025
86;148;1263213062
126;45;1263213078
86;69;1263213084
126;45;1263213086
86;148;1263213170
27;148;1263213194
27;86;1263213194
77;147;1263213269
86;27;1263213281
136;166;1263213488
136;133;1263213488
136;69;1263213488
136;115;1263213488
136;73;1263213488
136;84;1263213488
136;107;1263213488
136;123;1263213488
84;136;1263213568
69;148;1263213590
69;136;1263213601
163;86;1263213612
69;148;1263213623
107;133;1263213706
107;136;1263213708
150;77;1263214017
147;77;1263214186
67;45;1263214249
147;61;1263214381
133;136;1263214434
45;152;1263214498
55;102;1263214804
55;36;1263214804
61;147;1263214816
91;92;1263214924
121;152;1263215040
91;92;1263215074
92;91;1263215143
92;91;1263215147
102;55;1263215232
60;83;1263215285
83;60;1263215347
148;135;1263215467
135;148;1263215518
119;126;1263215743
119;126;1263215803
119;126;1263215852
89;163;1263216037
163;89;1263216117
163;90;1263216136
119;126;1263216156
103;141;1263216508
18;150;1263216526
163;18;1263216570
108;64;1263216616
36;55;1263216662
163;118;1263216675
85;8;1263217377
118;86;1263217761
3;73;1263217830
163;118;1263217841
119;90;1263217909
85;8;1263218076
102;155;1263218415
118;86;1263218500
163;86;1263218667
118;163;1263218912
118;86;1263218912
118;36;1263219520
118;155;1263219520
118;103;1263219520
118;8;1263219520
118;67;1263219520
118;102;1263219520
118;128;1263219520
118;132;1263219520
118;85;1263219520
118;83;1263219520
118;13;1263219520
118;86;1263220345
148;27;1263220528
8;56;1263221389
8;50;1263221389
8;152;1263224691
17;55;1263229541
17;55;1263230166
17;19;1263241873
17;129;1263241873
17;32;1263241873
17;97;1263241873
17;37;1263241873
17;136;1263241873
17;148;1263241873
17;105;1263241873
17;158;1263241873
17;41;1263241873
17;133;1263241873
17;11;1263241873
17;90;1263241873
17;62;1263241873
17;146;1263241873
17;161;1263241873
74;90;1263273524
74;127;1263273524
74;41;1263273524
50;8;1263273556
73;3;1263274160
73;136;1263274260
145;45;1263274534
133;136;1263275365
133;166;1263275365
133;107;1263275365
119;151;1263275368
151;119;1263275475
127;74;1263275787
37;52;1263275853
136;133;1263276382
52;45;1263276456
90;119;1263276494
52;160;1263276556
52;80;1263276556
52;11;1263276556
52;148;1263276556
90;74;1263276563
152;136;1263276686
152;90;1263276686
152;143;1263276686
152;33;1263276686
152;69;1263276686
152;133;1263276686
152;137;1263276686
133;152;1263276736
90;152;1263276758
133;19;1263276808
133;73;1263276808
33;152;1263276834
126;119;1263276999
126;119;1263277009
126;119;1263277029
126;119;1263277055
107;133;1263277127
143;152;1263277244
73;133;1263277296
88;64;1263277427
136;133;1263277709
136;69;1263277709
136;86;1263277709
136;163;1263277709
136;19;1263277709
136;73;1263277709
136;62;1263277709
136;36;1263277709
136;85;1263277709
136;161;1263277709
88;45;1263277720
136;152;1263277721
73;136;1263277785
161;136;1263277849
136;19;1263277981
136;73;1263277981
136;62;1263277981
136;123;1263277981
136;84;1263277981
136;166;1263277981
136;107;1263277981
136;39;1263277981
73;136;1263278017
133;136;1263278113
84;136;1263278158
52;37;1263278211
107;166;1263278211
39;136;1263278427
80;52;1263278476
19;133;1263278715
19;136;1263278722
19;136;1263278746
41;74;1263278818
107;136;1263278822
69;136;1263278829
163;136;1263279114
136;112;1263279156
62;136;1263279252
148;86;1263279265
148;69;1263279265
62;136;1263279272
82;45;1263279387
82;27;1263279431
41;74;1263279450
8;50;1263279627
69;148;1263279644
8;3;1263279682
86;148;1263279990
86;136;1263280049
118;67;1263280346
118;128;1263280346
118;36;1263280346
118;85;1263280346
118;83;1263280346
118;155;1263280346
118;103;1263280346
118;8;1263280346
118;102;1263280346
118;13;1263280346
118;132;1263280346
118;52;1263280346
118;37;1263280346
135;61;1263280459
135;69;1263280592
61;147;1263281132
30;66;1263281809
30;89;1263281809
33;45;1263282046
45;126;1263282085
161;83;1263282450
161;90;1263282450
161;35;1263282450
90;161;1263282649
35;161;1263282767
128;166;1263282833
160;45;1263282985
160;80;1263282998
132;166;1263283028
160;80;1263283145
36;136;1263284245
18;163;1263284271
18;110;1263284271
18;14;1263284271
101;45;1263284365
83;163;1263284526
83;161;1263284534
101;86;1263284557
101;45;1263284575
163;83;1263284884
55;166;1263284903
55;107;1263285028
86;101;1263285039
69;153;1263285094
8;166;1263285448
138;11;1263285483
132;36;1263285721
83;52;1263285755
132;36;1263285786
132;166;1263286245
107;55;1263286323
147;61;1263286422
33;45;1263286442
163;154;1263286510
126;45;1263286544
118;98;1263286826
153;69;1263286844
166;8;1263286888
135;148;1263286931
19;119;1263287290
82;64;1263287374
47;57;1263287402
84;92;1263287437
147;61;1263287743
92;84;1263287757
82;47;1263287849
82;27;1263287849
82;60;1263287849
82;32;1263287849
82;3;1263287849
60;82;1263287865
82;117;1263288110
82;32;1263288110
82;60;1263288110
82;3;1263288110
82;98;1263288110
82;64;1263288110
117;82;1263288126
61;147;1263288140
60;82;1263288179
156;152;1263288180
128;67;1263288368
98;82;1263288497
33;151;1263288524
36;132;1263288718
36;132;1263288795
8;166;1263288812
52;83;1263288824
55;166;1263288847
60;54;1263288933
60;97;1263288933
60;105;1263288933
60;13;1263288933
60;67;1263288933
32;82;1263288939
97;60;1263288960
17;37;1263289025
133;144;1263289025
133;141;1263289025
67;60;1263289029
37;17;1263289062
133;146;1263289069
55;166;1263289159
160;80;1263289181
160;148;1263289181
160;79;1263289181
47;57;1263289428
67;13;1263289444
67;102;1263289444
67;54;1263289444
67;83;1263289444
90;119;1263289471
83;67;1263289510
102;67;1263289589
146;133;1263289603
119;90;1263289615
83;13;1263289830
47;57;1263289938
36;133;1263289943
135;152;1263289996
47;82;1263290006
152;156;1263290045
78;130;1263290054
78;17;1263290054
130;78;1263290055
105;60;1263290055
17;78;1263290140
156;8;1263290170
156;85;1263290170
8;156;1263290204
13;83;1263290309
119;19;1263290389
13;67;1263290629
90;137;1263290639
13;60;1263290681
153;69;1263290972
8;85;1263291131
73;119;1263291235
55;98;1263291400
55;61;1263291400
55;11;1263291400
55;151;1263291400
55;22;1263291400
98;55;1263291502
163;11;1263291503
163;86;1263291503
163;36;1263291503
163;148;1263291503
163;160;1263291503
163;80;1263291503
163;85;1263291503
151;55;1263291510
55;135;1263291548
55;152;1263291548
55;30;1263291548
55;132;1263291548
55;150;1263291548
55;110;1263291548
55;137;1263291548
55;14;1263291548
55;165;1263291548
150;55;1263291560
135;55;1263291575
55;47;1263291607
55;126;1263291607
148;86;1263291628
55;66;1263291669
55;130;1263291669
148;86;1263291721
148;69;1263291721
61;55;1263291989
152;151;1263292089
152;55;1263292100
3;82;1263292174
11;55;1263292217
22;55;1263292262
86;148;1263292262
86;148;1263292272
22;117;1263292329
125;88;1263292506
107;136;1263292513
3;82;1263292538
117;22;1263292652
133;36;1263292675
117;22;1263292769
36;133;1263293061
69;148;1263293133
161;148;1263293182
163;83;1263293494
132;55;1263293623
14;55;1263293650
132;102;1263293653
166;136;1263293732
136;166;1263293748
152;137;1263293890
166;107;1263293894
107;166;1263293948
136;133;1263294097
136;19;1263294097
133;136;1263294122
151;152;1263294315
30;55;1263294420
130;17;1263294543
22;117;1263294601
27;86;1263294734
126;55;1263295010
165;55;1263295048
160;80;1263295135
160;148;1263295135
160;79;1263295135
110;55;1263295541
136;123;1263295845
136;19;1263295845
136;73;1263295845
47;55;1263295967
32;82;1263296073
36;155;1263296156
148;86;1263296233
148;69;1263296233
148;161;1263296237
32;66;1263296346
32;89;1263296346
19;136;1263296557
19;136;1263296588
153;69;1263297105
11;121;1263297161
11;36;1263297161
11;27;1263297161
11;118;1263297161
11;156;1263297161
11;85;1263297161
11;148;1263297161
14;152;1263297199
27;11;1263297340
36;118;1263297359
36;52;1263297359
36;11;1263297367
45;30;1263297741
11;118;1263297812
30;45;1263297825
156;11;1263297884
102;132;1263298251
47;39;1263298350
128;152;1263298528
86;148;1263298539
148;11;1263298608
73;136;1263298820
121;101;1263298935
166;136;1263298964
166;133;1263298964
166;19;1263298964
166;107;1263298964
166;84;1263298964
166;69;1263298964
166;33;1263298964
136;166;1263298975
107;166;1263299012
84;166;1263299023
101;121;1263299038
133;166;1263299044
137;18;1263299272
18;137;1263299284
85;8;1263299311
152;128;1263299318
128;152;1263299327
69;148;1263299337
112;136;1263299367
69;166;1263299394
45;153;1263299477
137;152;1263299628
85;133;1263299807
85;62;1263299807
160;80;1263299830
65;129;1263300234
39;47;1263300245
160;14;1263300300
128;133;1263300380
133;90;1263300467
121;86;1263300523
30;33;1263300993
30;162;1263301068
90;133;1263301122
90;127;1263301154
90;41;1263301154
33;166;1263301274
8;152;1263301275
105;82;1263301459
56;13;1263301479
41;90;1263301531
33;45;1263301573
33;30;1263301582
13;56;1263301624
33;45;1263301638
8;152;1263301649
148;86;1263301998
148;69;1263301998
97;17;1263302102
127;90;1263302110
86;148;1263302166
128;152;1263302627
19;166;1263302953
128;166;1263303025
8;85;1263303331
119;73;1263303540
17;97;1263303587
97;17;1263303615
18;163;1263303765
166;55;1263303867
86;121;1263304224
118;86;1263304514
132;166;1263304611
128;166;1263304939
90;137;1263306564
85;152;1263307153
118;148;1263308956
118;11;1263308956
153;45;1263317749
162;30;1263356957
152;14;1263360202
74;90;1263360208
74;127;1263360208
74;41;1263360208
127;74;1263361758
55;166;1263362197
137;90;1263362539
166;136;1263362552
166;107;1263362552
136;166;1263363072
136;133;1263363195
90;137;1263363360
137;90;1263363368
90;74;1263363427
55;102;1263363433
55;36;1263363433
133;136;1263363541
112;73;1263364026
163;137;1263364124
136;69;1263364152
136;73;1263364152
136;133;1263364152
136;62;1263364152
136;86;1263364152
136;19;1263364152
136;36;1263364152
136;85;1263364152
136;161;1263364152
73;112;1263364373
133;136;1263364486
102;55;1263364612
133;73;1263364632
133;62;1263364632
62;136;1263364682
41;74;1263364723
135;152;1263364789
69;136;1263364974
69;148;1263365189
107;166;1263365366
78;121;1263365842
86;136;1263365883
161;136;1263366021
19;136;1263366050
73;137;1263366084
135;77;1263366153
135;33;1263366153
73;136;1263366159
77;135;1263366247
62;133;1263366291
11;153;1263366601
97;82;1263366754
119;89;1263366833
119;66;1263366833
54;166;1263366838
161;83;1263367026
161;90;1263367026
161;35;1263367026
83;161;1263367095
83;13;1263367109
13;83;1263367273
35;154;1263367308
73;137;1263367341
166;54;1263367359
35;161;1263367398
30;162;1263367529
90;161;1263367590
128;141;1263367597
162;30;1263367602
15;45;1263367627
15;35;1263367673
15;143;1263367778
11;138;1263367997
11;138;1263367997
11;138;1263367997
11;138;1263367997
138;11;1263368140
153;11;1263368223
150;33;1263368446
141;144;1263368960
152;135;1263368983
154;64;1263369064
64;154;1263369109
41;90;1263369296
90;41;1263369368
54;166;1263369707
36;55;1263369923
57;32;1263370722
36;136;1263370831
153;11;1263371037
121;152;1263371090
56;32;1263371423
123;136;1263371464
83;13;1263371719
128;141;1263371777
17;156;1263371968
63;113;1263371988
92;165;1263372350
92;89;1263372350
92;66;1263372350
92;84;1263372402
165;92;1263372517
84;92;1263372539
89;82;1263372703
89;162;1263372703
89;166;1263372703
89;119;1263372703
89;163;1263372703
89;92;1263372703
89;88;1263372703
89;108;1263372703
89;73;1263372703
89;16;1263372703
89;101;1263372703
89;55;1263372703
89;138;1263372703
89;17;1263372703
89;151;1263372703
89;8;1263372703
89;128;1263372703
89;152;1263372703
89;15;1263372703
89;63;1263372703
89;132;1263372703
89;127;1263372703
89;56;1263372703
89;30;1263372703
89;155;1263372703
89;107;1263372703
89;78;1263372703
89;149;1263372703
89;57;1263372703
89;118;1263372703
89;25;1263372703
89;2;1263372703
89;84;1263372703
89;3;1263372703
89;72;1263372703
89;39;1263372703
89;130;1263372703
89;83;1263372703
89;143;1263372703
89;135;1263372703
89;64;1263372703
89;95;1263372703
89;85;1263372703
89;54;1263372703
89;159;1263372703
89;59;1263372703
89;18;1263372703
89;74;1263372703
89;47;1263372703
89;66;1263372703
89;148;1263372703
89;160;1263372703
89;19;1263372703
89;115;1263372703
89;157;1263372703
89;77;1263372703
89;98;1263372703
89;111;1263372703
89;44;1263372703
89;144;1263372703
89;27;1263372703
89;153;1263372703
89;11;1263372703
89;150;1263372703
89;109;1263372703
89;12;1263372703
89;110;1263372703
89;145;1263372703
89;51;1263372703
89;28;1263372703
89;13;1263372703
89;80;1263372703
89;103;1263372703
89;79;1263372703
89;133;1263372703
89;142;1263372703
89;140;1263372703
89;116;1263372703
89;41;1263372703
89;90;1263372703
89;112;1263372703
89;33;1263372703
89;65;1263372703
89;97;1263372703
89;75;1263372703
89;91;1263372703
89;58;1263372703
89;136;1263372703
89;137;1263372703
89;61;1263372703
89;67;1263372703
89;129;1263372703
89;165;1263372703
89;161;1263372703
89;62;1263372703
89;123;1263372703
89;158;1263372703
89;31;1263372703
89;69;1263372703
89;117;1263372703
89;167;1263372703
89;102;1263372703
89;48;1263372703
89;49;1263372703
89;45;1263372703
89;36;1263372703
89;113;1263372703
89;146;1263372703
89;126;1263372703
89;37;1263372703
89;124;1263372703
89;35;1263372703
89;141;1263372703
89;68;1263372703
89;86;1263372703
89;147;1263372703
89;32;1263372703
89;125;1263372703
89;104;1263372703
89;154;1263372703
89;14;1263372703
89;121;1263372703
89;22;1263372703
89;60;1263372703
89;100;1263372703
89;94;1263372703
89;105;1263372703
89;21;1263372703
89;81;1263372703
89;156;1263372703
89;164;1263372703
89;29;1263372703
89;50;1263372703
89;134;1263372703
89;52;1263372703
130;89;1263372710
164;89;1263372724
86;118;1263372726
77;89;1263372727
60;89;1263372738
50;89;1263372740
135;89;1263372742
56;89;1263372752
136;89;1263372753
86;89;1263372756
37;89;1263372757
84;89;1263372760
128;89;1263372768
17;89;1263372770
33;89;1263372772
94;89;1263372775
162;89;1263372777
41;89;1263372781
78;89;1263372784
166;128;1263372788
30;89;1263372802
165;89;1263372812
128;166;1263372816
81;89;1263372823
98;89;1263372836
35;89;1263372846
148;89;1263372846
92;89;1263372856
127;89;1263372857
128;166;1263372868
151;89;1263372884
83;89;1263372887
95;89;1263372899
103;89;1263372930
117;89;1263372943
102;89;1263373038
13;89;1263373044
36;89;1263373057
67;89;1263373093
97;89;1263373140
118;89;1263373167
63;89;1263373168
47;89;1263373285
39;89;1263373304
22;89;1263373317
13;83;1263373358
110;89;1263373378
107;89;1263373484
142;89;1263373486
54;89;1263373509
60;163;1263373554
33;135;1263373623
166;141;1263373668
166;133;1263373668
166;128;1263373735
128;166;1263373753
14;89;1263373803
18;110;1263373810
132;89;1263373929
113;63;1263373933
166;128;1263373991
128;166;1263374009
113;89;1263374018
128;166;1263374079
166;128;1263374119
128;166;1263374157
128;166;1263374181
11;153;1263374207
11;89;1263374216
150;89;1263374266
32;56;1263374534
32;89;1263374539
160;80;1263374620
160;148;1263374620
160;79;1263374620
116;89;1263374659
55;89;1263374673
119;89;1263374699
166;132;1263374710
90;89;1263374714
74;89;1263374793
112;89;1263374814
156;17;1263374829
80;89;1263374838
156;89;1263374849
132;166;1263374909
27;121;1263374935
160;89;1263374949
82;89;1263375001
128;107;1263375186
72;89;1263375226
153;11;1263375342
91;89;1263375378
126;89;1263376183
105;89;1263376184
88;89;1263376377
101;89;1263376423
153;69;1263376451
166;128;1263376492
146;89;1263376558
44;89;1263376650
128;166;1263376729
58;89;1263376745
132;36;1263376773
118;37;1263376815
95;103;1263376820
160;80;1263376941
160;148;1263376941
160;79;1263376941
73;89;1263377675
103;95;1263377698
32;88;1263377722
32;57;1263377985
13;67;1263378105
160;80;1263378288
62;89;1263378338
118;86;1263378434
118;163;1263378434
132;102;1263378774
73;133;1263378853
132;166;1263378979
62;88;1263379067
123;136;1263379070
123;136;1263379122
123;89;1263379127
136;153;1263379334
45;89;1263379363
45;66;1263379363
137;72;1263379409
69;89;1263379529
133;166;1263379625
133;89;1263379683
19;89;1263379821
33;151;1263379911
163;89;1263380068
163;60;1263380071
128;85;1263380283
36;132;1263380314
103;95;1263380371
103;73;1263380371
103;56;1263380372
103;50;1263380372
103;152;1263380372
118;86;1263380390
64;89;1263380442
133;136;1263380487
133;69;1263380487
45;89;1263380490
167;89;1263380494
8;85;1263380495
167;45;1263380518
8;85;1263380530
8;85;1263380606
163;118;1263380607
163;121;1263380607
103;107;1263380624
163;97;1263380632
8;85;1263380687
155;89;1263380973
54;60;1263380987
8;85;1263381145
144;166;1263381165
60;128;1263381187
144;133;1263381191
144;141;1263381199
155;102;1263381221
144;89;1263381236
128;60;1263381261
128;152;1263381316
52;11;1263381430
52;148;1263381430
52;80;1263381430
52;160;1263381430
11;150;1263381508
37;32;1263381516
162;92;1263381626
166;132;1263381654
102;155;1263381688
102;36;1263381729
128;133;1263381819
36;102;1263381821
153;136;1263381835
150;11;1263381840
153;89;1263381848
60;132;1263381943
60;155;1263381943
60;83;1263381943
60;85;1263381943
60;8;1263381943
60;128;1263381943
60;102;1263381943
60;36;1263381943
60;103;1263381943
60;13;1263381943
60;67;1263381943
60;156;1263381943
103;60;1263381962
102;60;1263381966
13;60;1263381990
128;60;1263382013
83;60;1263382017
118;86;1263382026
153;3;1263382041
153;136;1263382105
36;60;1263382119
152;121;1263382120
152;89;1263382147
65;89;1263382180
155;60;1263382189
132;166;1263382243
132;60;1263382295
107;36;1263382299
149;89;1263382300
153;69;1263382318
60;163;1263382441
32;37;1263382479
163;60;1263382499
163;121;1263382654
163;118;1263382654
36;102;1263382774
77;69;1263382820
77;136;1263382820
77;123;1263382820
77;33;1263382820
77;147;1263382820
107;36;1263382989
103;107;1263383024
85;128;1263383131
136;77;1263383150
89;69;1263383499
69;89;1263383552
118;148;1263384029
37;32;1263384029
67;60;1263384083
8;85;1263384349
125;89;1263384397
166;132;1263384579
45;22;1263384610
22;45;1263384686
54;67;1263384877
18;14;1263384923
69;148;1263385014
22;117;1263385069
152;162;1263385372
152;162;1263385426
152;162;1263385467
165;92;1263385479
117;22;1263385573
32;37;1263385604
45;22;1263385606
22;45;1263385648
162;152;1263385655
161;89;1263385676
162;69;1263385688
162;152;1263385716
162;69;1263385734
162;152;1263385751
162;69;1263385772
92;165;1263385779
148;69;1263385786
160;148;1263385810
160;80;1263385810
160;79;1263385810
160;80;1263385822
160;148;1263385822
160;79;1263385822
52;89;1263385833
160;80;1263385835
160;148;1263385835
160;79;1263385835
160;80;1263385845
160;148;1263385845
160;79;1263385845
132;166;1263385852
52;80;1263385897
52;160;1263385897
52;148;1263385897
52;11;1263385897
33;77;1263385902
55;107;1263385949
13;90;1263385966
13;83;1263385966
162;150;1263385983
162;150;1263386001
137;72;1263386006
162;150;1263386026
137;72;1263386059
55;107;1263386139
150;162;1263386186
150;162;1263386256
150;162;1263386275
137;72;1263386304
137;57;1263386380
137;57;1263386500
148;86;1263387128
148;69;1263387128
69;86;1263387359
69;162;1263387393
69;162;1263387436
69;162;1263387466
86;148;1263387705
156;27;1263387810
156;60;1263387818
37;118;1263388426
86;69;1263388709
45;33;1263388751
57;130;1263388853
130;57;1263388854
128;8;1263389079
118;37;1263389091
132;36;1263389405
103;2;1263389662
103;62;1263389662
103;55;1263389662
103;81;1263389662
8;128;1263389779
128;85;1263389935
36;132;1263390004
163;121;1263390319
69;86;1263390348
86;69;1263390883
163;27;1263390915
121;86;1263391015
86;121;1263391182
135;148;1263391721
121;69;1263392120
121;86;1263392120
86;121;1263392616
156;17;1263392783
69;86;1263392978
148;86;1263393120
148;69;1263393120
86;69;1263393182
86;148;1263393290
85;128;1263396011
156;39;1263402943
141;127;1263445579
74;90;1263446118
74;127;1263446118
74;41;1263446118
33;45;1263446492
145;89;1263447042
127;141;1263447672
127;74;1263448010
18;89;1263448365
39;156;1263448414
55;54;1263448429
65;127;1263448724
65;109;1263448724
65;90;1263448724
65;129;1263448724
65;154;1263448724
52;80;1263448857
52;11;1263448857
52;160;1263448857
52;148;1263448857
127;65;1263448931
147;89;1263449092
143;89;1263449093
72;137;1263449103
147;77;1263449107
72;57;1263449129
72;137;1263449140
72;57;1263449156
72;137;1263449160
72;57;1263449200
72;137;1263449207
72;57;1263449225
117;57;1263449610
136;69;1263449677
136;133;1263449677
136;62;1263449677
136;155;1263449677
136;161;1263449677
136;86;1263449677
136;19;1263449677
136;73;1263449677
136;36;1263449677
136;85;1263449677
117;108;1263449756
117;94;1263449756
117;91;1263449756
133;136;1263449818
94;117;1263449943
90;74;1263449974
90;65;1263449974
117;94;1263450011
73;136;1263450049
62;136;1263450070
123;77;1263450170
33;151;1263450274
166;123;1263450336
166;136;1263450336
166;73;1263450336
166;19;1263450336
166;107;1263450336
166;39;1263450336
136;166;1263450371
73;166;1263450380
54;55;1263450596
19;136;1263451095
19;166;1263451116
133;136;1263451181
152;136;1263451390
152;107;1263451390
152;3;1263451390
136;152;1263451403
108;117;1263451469
136;73;1263451541
94;117;1263451543
103;81;1263451586
73;136;1263451658
86;136;1263451700
69;136;1263451911
69;148;1263451932
91;117;1263452171
123;166;1263452308
107;152;1263452333
13;67;1263452848
107;136;1263452888
107;166;1263452987
133;161;1263453023
161;136;1263453139
161;83;1263453199
161;90;1263453199
161;35;1263453199
83;161;1263453264
83;13;1263453282
13;83;1263453311
35;161;1263453577
82;47;1263453591
128;81;1263453621
118;148;1263453862
47;82;1263453863
107;103;1263454339
107;103;1263454495
107;55;1263454511
107;55;1263454517
86;69;1263454527
14;163;1263454546
39;166;1263454649
36;136;1263454834
27;126;1263454882
69;152;1263454996
69;148;1263455041
148;69;1263455342
126;27;1263455462
90;161;1263455586
15;89;1263455800
130;66;1263456144
130;89;1263456144
133;136;1263456287
151;89;1263456369
151;66;1263456369
126;14;1263456384
103;52;1263456491
69;148;1263456495
152;69;1263456530
56;55;1263456564
52;37;1263456658
52;103;1263456823
14;18;1263456828
14;126;1263456841
148;69;1263456882
55;56;1263456895
55;56;1263456941
69;148;1263457087
148;69;1263457167
56;55;1263457344
141;166;1263457364
45;33;1263457424
33;45;1263457460
69;148;1263457579
127;74;1263457637
151;89;1263457638
151;66;1263457638
69;121;1263457668
11;138;1263457869
138;11;1263457923
74;127;1263457948
163;14;1263458063
133;62;1263458092
125;88;1263458136
83;102;1263458309
150;162;1263458701
78;3;1263458809
78;152;1263458809
95;103;1263458828
3;78;1263458913
166;128;1263459118
128;166;1263459157
18;163;1263459161
18;14;1263459161
18;110;1263459161
74;127;1263459242
127;74;1263459312
103;95;1263459354
69;77;1263459369
135;69;1263459381
69;135;1263459401
19;133;1263459545
133;19;1263459640
35;90;1263459723
90;65;1263459763
90;35;1263459793
103;39;1263459840
33;69;1263460043
154;65;1263460051
90;127;1263460172
90;41;1263460172
127;90;1263460190
35;90;1263460224
35;83;1263460224
90;35;1263460302
65;154;1263460306
65;90;1263460343
83;35;1263460367
153;136;1263460403
39;103;1263460905
39;95;1263460905
39;133;1263460905
39;73;1263460905
103;39;1263460927
62;133;1263460947
95;39;1263461006
123;77;1263461086
22;148;1263461106
148;22;1263461206
128;55;1263461756
17;156;1263461956
118;86;1263462094
118;163;1263462094
118;37;1263462379
128;152;1263462522
156;86;1263462533
55;44;1263462938
55;58;1263462938
55;141;1263462938
52;80;1263463070
52;11;1263463070
52;160;1263463070
52;148;1263463070
55;62;1263463100
103;81;1263463494
80;52;1263463643
62;55;1263464367
62;56;1263464522
62;50;1263464522
62;152;1263464522
50;62;1263464537
56;62;1263464644
27;69;1263464754
58;55;1263464829
152;62;1263464858
32;88;1263464897
60;103;1263464931
52;155;1263464955
52;103;1263464955
52;36;1263464955
52;85;1263464955
52;83;1263464955
52;8;1263464955
52;67;1263464955
52;102;1263464955
52;128;1263464955
52;13;1263464955
52;132;1263464955
52;118;1263464955
52;37;1263464955
52;63;1263464955
52;113;1263464955
52;98;1263464955
52;61;1263464955
52;22;1263464955
52;78;1263464955
11;138;1263465067
52;103;1263465070
52;85;1263465070
138;11;1263465121
154;35;1263465132
35;154;1263465169
8;155;1263465347
8;36;1263465347
152;128;1263465452
152;78;1263465470
128;152;1263465763
69;27;1263465996
128;152;1263466006
135;33;1263466382
44;55;1263466538
77;123;1263466649
77;123;1263467083
135;69;1263467128
128;166;1263467197
18;163;1263467230
103;60;1263467292
148;86;1263467381
148;69;1263467381
153;90;1263467463
155;136;1263467472
101;86;1263467834
101;156;1263467869
153;143;1263467875
83;52;1263468067
52;83;1263468163
33;77;1263468227
33;45;1263468251
52;83;1263468277
163;27;1263468340
33;135;1263468359
166;128;1263468559
35;90;1263468592
128;166;1263468701
160;80;1263468753
160;148;1263468753
160;79;1263468753
160;80;1263468775
160;148;1263468775
160;79;1263468775
160;80;1263468790
160;148;1263468790
160;79;1263468790
160;80;1263468889
160;148;1263468889
160;79;1263468889
45;126;1263468915
